REF_DATE,unemployment,gdp,GDP_Cycle12,BBarometer_Cycle,GBP_BB3MA_minmax_interact,vacancy
2006-01-01,6.7,1649021.0,0.9974687249856823,,0.9974687249856823,
2006-02-01,6.6,1652615.0,0.9990590262021669,,0.9990590262021669,
2006-03-01,6.5,1656380.0,1.000750464563053,,1.0,
2006-04-01,6.5,1656732.0,1.0003787737517933,,1.0,
2006-05-01,6.2,1657513.0,1.0002661336379106,,1.0,
2006-06-01,6.3,1654837.0,0.9980683773993151,,0.9980683773993151,
2006-07-01,6.5,1657920.0,0.9993442989540564,,0.9993442989540564,
2006-08-01,6.5,1659196.0,0.9995299543754532,,0.9995299543754532,
2006-09-01,6.5,1656876.0,0.9975501890051574,,0.9975501890051574,
2006-10-01,6.3,1659594.0,0.9986040448679221,,0.9986040448679221,
2006-11-01,6.5,1663364.0,1.000289235706483,,1.0,
2006-12-01,6.3,1673956.0,1.0060725841149458,,1.0,
2007-01-01,6.4,1670535.0,1.0034321438493983,,1.0,
2007-02-01,6.3,1678760.0,1.0077861382156168,,1.0,
2007-03-01,6.3,1682294.0,1.0093207066520815,,1.0,
2007-04-01,6.3,1684443.0,1.0100230351438841,,1.0,
2007-05-01,6.2,1691753.0,1.0138172577958704,,1.0,
2007-06-01,6.1,1696447.0,1.0160399532106377,,1.0,
2007-07-01,6.0,1696013.0,1.0151899103054478,,1.0,
2007-08-01,6.0,1700841.0,1.0174876040277843,,1.0,
2007-09-01,6.0,1697794.0,1.015072647750166,,1.0,
2007-10-01,6.0,1699351.0,1.0154091373156338,,1.0,
2007-11-01,6.1,1700851.0,1.015707977762004,,1.0,
2007-12-01,6.2,1694291.0,1.0111919111481154,,1.0,
2008-01-01,6.1,1701279.0,1.0147569388199922,,1.0,
2008-02-01,6.1,1698189.0,1.0123037405615138,,1.0,
2008-03-01,6.2,1701248.0,1.0135091152435238,,1.0,
2008-04-01,6.2,1704814.0,1.01500585853234,,1.0,
2008-05-01,6.2,1704784.0,1.0143506115427319,,1.0,
2008-06-01,6.1,1708170.0,1.015715339351337,,1.0,
2008-07-01,6.2,1715622.0,1.0194806493484116,,1.0,
2008-08-01,6.2,1714295.0,1.0180119917072348,,1.0,
2008-09-01,6.3,1714712.0,1.0175625902124295,,1.0,
2008-10-01,6.4,1712871.0,1.0157549892958733,,1.0,
2008-11-01,6.7,1695651.0,1.0048145938452997,,1.0,
2008-12-01,7.0,1672410.0,0.9903008614491431,,0.9903008614491431,
2009-01-01,7.5,1664411.0,0.9848014264660331,,0.9848014264660331,
2009-02-01,8.1,1655773.0,0.9789045253286287,,0.9789045253286287,
2009-03-01,8.3,1642352.0,0.9701615198746508,,0.9701615198746508,
2009-04-01,8.4,1637034.0,0.9661836920962318,,0.9661836920962318,
2009-05-01,8.6,1635329.0,0.9643096511365424,,0.9643096511365424,
2009-06-01,8.8,1637232.0,0.9645294321714608,,0.9645294321714608,
2009-07-01,8.8,1639863.0,0.9651408361173185,,0.9651408361173185,
2009-08-01,8.8,1639145.0,0.9637445346408418,,0.9637445346408418,
2009-09-01,8.5,1651417.0,0.9699425425797596,,0.9699425425797596,
2009-10-01,8.5,1653106.0,0.9698794629193304,,0.9698794629193304,
2009-11-01,8.6,1662710.0,0.9744160008102044,,0.9744160008102044,
2009-12-01,8.6,1667429.0,0.976043453730687,,0.976043453730687,
2010-01-01,8.4,1677635.0,0.9808359458599256,,0.9808359458599256,
2010-02-01,8.4,1686315.0,0.9846867236569445,,0.9846867236569445,
2010-03-01,8.3,1694468.0,0.9881818954141142,,0.9881818954141142,
2010-04-01,8.2,1692492.0,0.9857306595660228,,0.9857306595660228,
2010-05-01,8.1,1700050.0,0.9887939250798765,,0.9887939250798765,
2010-06-01,8.0,1704611.0,0.9900715454049879,,0.9900715454049879,
2010-07-01,8.2,1707189.0,0.9901597791078471,,0.9901597791078471,
2010-08-01,8.2,1712496.0,0.9917935814105393,,0.9917935814105393,
2010-09-01,8.2,1712435.0,0.9902846569904787,,0.9902846569904787,
2010-10-01,8.1,1721370.0,0.9939421937394911,,0.9939421937394911,
2010-11-01,7.8,1729551.0,0.9971224629094032,,0.9971224629094032,
2010-12-01,7.8,1741609.0,1.0024942646218413,,1.0,
2011-01-01,7.8,1747291.0,1.004155719122802,,1.0,
2011-02-01,7.8,1744126.0,1.000707941383684,,1.0,
2011-03-01,7.8,1749485.0,1.002127616332607,,1.0,
2011-04-01,7.8,1749674.0,1.0005608208290915,,1.0,
2011-05-01,7.7,1745781.0,0.9966449378558795,,0.9966449378558795,
2011-06-01,7.7,1753348.0,0.9992508836545663,,0.9992508836545663,
2011-07-01,7.4,1765251.0,1.004293260717921,,1.0,
2011-08-01,7.4,1774000.0,1.007506578208467,,1.0,
2011-09-01,7.4,1778754.0,1.0084246521908262,,1.0,
2011-10-01,7.5,1778522.0,1.006499895921064,,1.0,
2011-11-01,7.6,1780501.0,1.0058142773964205,,1.0,
2011-12-01,7.5,1789093.0,1.0088444703747192,,1.0,
2012-01-01,7.7,1787647.0,1.006199070718308,,1.0,
2012-02-01,7.6,1783169.0,1.0018462141439384,,1.0,
2012-03-01,7.3,1787826.0,1.0026196190439562,,1.0,
2012-04-01,7.4,1794148.0,1.004310517295455,,1.0,
2012-05-01,7.5,1797125.0,1.004115420563083,,1.0,
2012-06-01,7.4,1798133.0,1.0028130372415363,,1.0,
2012-07-01,7.3,1801749.0,1.002958219441796,,1.0,
2012-08-01,7.4,1799417.0,0.9997898351427222,,0.9997898351427222,
2012-09-01,7.4,1799218.0,0.9978088341517278,,0.9978088341517278,
2012-10-01,7.4,1798409.0,0.9954910488227307,,0.9954910488227307,
2012-11-01,7.3,1806944.0,0.9983388309404414,,0.9983388309404414,
2012-12-01,7.2,1806713.0,0.9963369691979609,,0.9963369691979609,
2013-01-01,7.1,1816978.0,1.0001159796595285,,1.0,
2013-02-01,7.0,1822370.0,1.0012005849336478,,1.0,
2013-03-01,7.3,1828635.0,1.0027577424865721,,1.0,
2013-04-01,7.2,1831835.0,1.0026302965598344,,1.0,
2013-05-01,7.0,1836826.0,1.0034814946778987,,1.0,
2013-06-01,7.2,1830161.0,0.9979741872489192,,0.9979741872489192,
2013-07-01,7.3,1840718.0,1.0018624132809955,,1.0,
2013-08-01,7.2,1848826.0,1.0044080886507079,,1.0,
2013-09-01,7.1,1855132.0,1.005970414111531,,1.0,
2013-10-01,7.2,1865193.0,1.0095635079368621,,1.0,
2013-11-01,7.1,1869835.0,1.0102205688705117,,1.0,
2013-12-01,7.4,1862159.0,1.0042379240183084,,1.0,
2014-01-01,7.2,1863035.0,1.002886892121596,,1.0,
2014-02-01,7.2,1872372.0,1.0060940108740892,,1.0,
2014-03-01,7.1,1877319.0,1.0069424050067315,,1.0,
2014-04-01,7.1,1881089.0,1.007165627156327,,1.0,
2014-05-01,7.3,1892936.0,1.011713504513661,,1.0,
2014-06-01,7.1,1901582.0,1.014546559126063,,1.0,
2014-07-01,7.1,1904250.0,1.014195262598919,,1.0,
2014-08-01,7.0,1900262.0,1.0103160566761886,,1.0,
2014-09-01,7.0,1907872.0,1.0126157417367114,,1.0,
2014-10-01,6.8,1913355.0,1.0137904179874875,,1.0,
2014-11-01,6.8,1914614.0,1.0127366467960481,,1.0,
2014-12-01,6.7,1917559.0,1.0125864259438138,,1.0,
2015-01-01,6.8,1909603.0,1.0066993843122878,1.0016014920983143,1.0024444255336245,
2015-02-01,6.9,1907049.0,1.0036840637467779,0.9826841325147397,1.0,
2015-03-01,6.8,1905988.0,1.001471802584098,0.9934676723828111,1.0,
2015-04-01,6.9,1905441.0,0.999544611658531,0.9897119994953613,0.999544611658531,2.8
2015-05-01,6.8,1904409.0,0.9973774270773945,0.9905804187381078,0.9973774270773945,2.6
2015-06-01,6.9,1909593.0,0.9984747211449931,0.9857576476667664,0.9984747211449931,2.6
2015-07-01,6.9,1914406.0,0.9993816705682923,0.9808014893224386,0.9993816705682923,2.4
2015-08-01,7.0,1918458.0,0.9998955490862258,0.9742891461266023,0.9998955490862258,2.4
2015-09-01,7.1,1910530.0,0.9941798416220241,0.9716894962717016,0.9941798416220241,2.6
2015-10-01,7.0,1912301.0,0.9935269552070503,0.9852297064481594,0.9935269552070503,2.3
2015-11-01,7.1,1916787.0,0.9942897438080384,0.9845864032637264,0.9942897438080384,2.4
2015-12-01,7.2,1918886.0,0.9938188422875724,0.9715380836915548,0.9938188422875724,2.4
2016-01-01,7.3,1930434.0,0.9982402501918795,0.9657816017093085,0.9982402501918795,2.4
2016-02-01,7.3,1924854.0,0.9938091553306875,0.9680728185305769,0.9938091553306875,2.3
2016-03-01,7.2,1917766.0,0.9886186705037718,0.9577811692667918,0.9886186705037718,2.3
2016-04-01,7.3,1922103.0,0.9893288601119229,0.988706187355815,0.9893288601119229,2.2
2016-05-01,7.0,1911266.0,0.9822426281727343,0.9848615896197074,0.9822426281727343,2.3
2016-06-01,6.9,1920490.0,0.9854761214319704,0.9931552337253654,0.9854761214319704,2.4
2016-07-01,6.9,1931887.0,0.9898172802467468,0.9832192838562108,0.9898172802467468,2.4
2016-08-01,6.9,1936423.0,0.9906397460728036,0.9932025000863636,0.9906397460728036,2.5
2016-09-01,7.0,1941422.0,0.9917010093796751,0.990113763563846,0.9917010093796751,2.3
2016-10-01,6.9,1940404.0,0.9896953273133738,0.9847129809762301,0.9896953273133738,2.4
2016-11-01,6.8,1947701.0,0.9919359986018889,0.9927398505359152,0.9919359986018889,2.4
2016-12-01,6.9,1953152.0,0.9932374847815134,0.9988992982737903,0.9932374847815134,2.6
2017-01-01,6.8,1962254.0,0.9963958838174171,0.9967442726621776,0.9963958838174171,2.6
2017-02-01,6.6,1969304.0,0.9985121157074694,1.0097953961710184,0.9985121157074694,2.6
2017-03-01,6.7,1978060.0,1.0014941959699988,1.0102636535948057,1.0084601273355482,2.8
2017-04-01,6.5,1987668.0,1.004907407882403,1.0171345001219418,1.018682904318527,2.7
2017-05-01,6.6,1992055.0,1.0056847696545423,1.024894595135654,1.0262529887593055,2.7
2017-06-01,6.5,1996878.0,1.006690164796204,1.0023313167571168,1.0222760586046236,2.7
2017-07-01,6.3,1996019.0,1.0048433617256547,1.0019547881186568,1.0146656084131462,2.7
2017-08-01,6.2,1994122.0,1.0024915492609254,0.9982435776555356,1.0013039424579069,2.7
2017-09-01,6.2,1999220.0,1.0036701268047623,0.9856843447509811,1.0,2.9
2017-10-01,6.4,1999518.0,1.0024517345453028,0.9874420124803038,1.0,2.8
2017-11-01,6.1,2008970.0,1.0058329930413625,0.9974696911347856,1.0,3.0
2017-12-01,6.0,2014340.0,1.0071779178533915,0.9996275206830676,1.0,3.0
2018-01-01,5.9,2020721.0,1.0090383196724533,1.0135678926784846,1.0053826907001726,3.0
2018-02-01,6.0,2031403.0,1.0130533620039026,1.012346577977777,1.0128413174711106,3.1
2018-03-01,5.8,2039914.0,1.0159917454309897,1.0055229978116391,1.0157970543804984,3.1
2018-04-01,5.8,2040275.0,1.0148838753647245,0.9875393491389697,1.002747469900812,3.1
2018-05-01,5.9,2047718.0,1.0173124806788238,1.0143738241897422,1.003763843354978,3.1
2018-06-01,6.0,2050188.0,1.0172828465913457,1.0133748216106784,1.007700407758961,3.2
2018-07-01,5.9,2054500.0,1.018181339672853,0.9896555201995922,1.0087613642810629,3.2
2018-08-01,6.0,2056138.0,1.017768961153484,1.0114212788768802,1.0072810859308048,3.1
2018-09-01,5.8,2059567.0,1.0182575062998065,1.0110002878140911,1.0060905975221315,3.3
2018-10-01,5.7,2063118.0,1.0188190409410267,1.0072446149266412,1.014909007865122,3.4
2018-11-01,5.7,2059427.0,1.0158203052836658,1.0108252420534454,1.0146101808151715,3.3
2018-12-01,5.7,2062691.0,1.0162673943867604,0.9775909818359934,1.0,3.3
2019-01-01,5.7,2067478.0,1.017474272618819,0.989041458068997,1.0,3.3
2019-02-01,5.8,2061962.0,1.013623841635084,1.0026705930941124,1.0,3.3
2019-03-01,5.9,2073732.0,1.0182789306321012,0.9890887244299952,1.0,3.3
2019-04-01,5.7,2086598.0,1.0234688694064016,0.992936126102772,1.0,3.3
2019-05-01,5.4,2092359.0,1.0251723202047311,1.0068320356738605,1.0,3.3
2019-06-01,5.6,2096319.0,1.0259949527695909,1.0150812173551897,1.0074805047887354,3.2
2019-07-01,5.8,2097225.0,1.025325149783807,0.9993206898989606,1.010681448571772,3.2
2019-08-01,5.8,2097381.0,1.0242908368881278,1.0120605764375,1.0133028124716388,3.2
2019-09-01,5.6,2098372.0,1.0236640977195095,1.0069710308201856,1.0092367161810847,3.1
2019-10-01,5.6,2099541.0,1.0231209325477584,1.0094845597630981,1.0143324403514071,3.1
2019-11-01,5.9,2099164.0,1.021819167583555,0.993279408063581,1.0049163759085162,3.1
2019-12-01,5.6,2109773.0,1.025851959779805,0.9909020703303243,1.0,3.1
2020-01-01,5.5,2114210.0,1.026864877125075,0.9905255416918641,1.0,3.4
2020-02-01,5.7,2118330.0,1.0277052035401608,1.0141587221909623,1.0,3.4
2020-03-01,8.4,1959569.0,0.9495926389741047,0.8827514290554943,0.9495926389741047,3.1
2020-04-01,13.6,1749376.0,0.8467443382090418,0.9523142938862547,0.8467443382090418,
2020-05-01,14.1,1829021.0,0.8842382924421078,0.9799046301506169,0.8842382924421078,
2020-06-01,12.4,1935578.0,0.9346114428237831,0.9895321469861393,0.9346114428237831,
2020-07-01,11.0,1985603.0,0.9575699549801631,1.0198791535588878,0.9575699549801631,
2020-08-01,10.2,2004911.0,0.9656473572154863,1.011143689146611,0.9656473572154863,
2020-09-01,9.2,2023883.0,0.9735132669285557,1.0111673223271103,0.9735132669285557,
2020-10-01,9.0,2035550.0,0.9778201439201345,0.9854027493968986,0.9778201439201345,3.7
2020-11-01,8.7,2049508.0,0.9831854368430258,0.9966309135082582,0.9831854368430258,3.6
2020-12-01,8.9,2052921.0,0.9834556681736573,1.0080369273169332,0.9834556681736573,3.6
2021-01-01,9.2,2061870.0,0.9863452838782246,1.010683843532832,0.9863452838782246,3.5
2021-02-01,8.5,2065797.0,0.9868002199179149,1.0281367470502252,0.9868002199179149,3.9
2021-03-01,7.7,2088503.0,0.9961844473217166,1.0540375111900926,0.9961844473217166,4.1
2021-04-01,8.2,2067190.0,0.9845498347309483,1.0331193425117216,0.9845498347309483,4.1
2021-05-01,8.3,2058230.0,0.9787998983578753,1.0459481538989184,0.9787998983578753,4.2
2021-06-01,7.9,2076121.0,0.9857934545878864,1.0637122943866133,0.9857934545878864,4.8
2021-07-01,7.4,2089072.0,0.9904009886478871,1.0611126445317125,0.9904009886478871,5.0
2021-08-01,7.1,2105441.0,0.9965908066278896,1.0510877698139,0.9965908066278896,5.2
2021-09-01,7.0,2111870.0,0.998043655257712,1.0103838223092079,0.998043655257712,5.5
2021-10-01,6.5,2127417.0,1.003775567222238,1.0225012349071436,1.0421360079485007,5.4
2021-11-01,6.1,2137002.0,1.0066634904752023,1.0308393414371306,1.0319843228846635,5.3
2021-12-01,5.9,2140435.0,1.006633192261235,1.0326859340151109,1.0431656358282693,5.7
2022-01-01,6.5,2138449.0,1.004044525278415,0.9981178010677947,1.0309408381054013,5.3
2022-02-01,5.5,2154659.0,1.0099809281100578,1.0333556743167125,1.032202418433216,5.3
2022-03-01,5.4,2169435.0,1.0152151718983289,1.0456953990362925,1.038724800777495,5.7
2022-04-01,5.3,2167945.0,1.0128226434475869,1.0447853213058864,1.0621218743356031,5.7
2022-05-01,5.2,2173925.0,1.0139131554981617,1.0319148514310301,1.0613995081402594,5.7
2022-06-01,5.0,2179345.0,1.014731397781094,1.0210451906509705,1.0490409612135831,5.6
2022-07-01,4.8,2180920.0,1.0137527418299916,0.9916791613501251,1.0224158325473423,5.5
2022-08-01,5.2,2187444.0,1.0150679399008855,0.9957933375688749,1.004306069856904,5.2
2022-09-01,5.1,2191747.0,1.0153445743607097,0.991326265892164,1.0,5.3
2022-10-01,5.1,2187842.0,1.011819723877827,0.9864145699721651,1.0,5.0
2022-11-01,5.1,2187964.0,1.0101620244027991,0.9815028740521661,1.0,4.9
2022-12-01,5.0,2181765.0,1.0055929929664935,0.9859282872412175,1.0,4.8
2023-01-01,5.0,2197226.0,1.0110026276451383,0.9876859549705403,1.0,4.8
2023-02-01,5.1,2200908.0,1.0109804545749033,0.9907774954297274,1.0,4.7
2023-03-01,5.1,2203682.0,1.010539388176689,1.001177697098856,1.0,4.5
2023-04-01,5.1,2201259.0,1.0077182495465313,1.0089654309168807,1.0004972299178192,4.5
2023-05-01,5.3,2206811.0,1.008549035002437,1.0116123471327796,1.0109429222404784,4.4
2023-06-01,5.4,2202257.0,1.0047639109291997,1.0022544087798995,1.0114827388468404,4.2
2023-07-01,5.5,2200199.0,1.0021261028607018,1.0035674522659341,1.0087764261283385,4.0
2023-08-01,5.5,2200765.0,1.0006879332704375,1.0066589927251213,1.0062930287495173,3.9
2023-09-01,5.6,2199990.0,0.9986433986954494,0.9799607088840045,0.9986433986954494,3.6
2023-10-01,5.7,2201568.0,0.9976694666331519,0.9738485275071276,0.9976694666331519,3.7
2023-11-01,5.8,2206369.0,0.9981542122215371,0.9656910746111255,0.9981542122215371,3.8
2023-12-01,5.8,2203489.0,0.9951655736916214,0.9750073544763462,0.9951655736916214,3.6
2024-01-01,5.7,2215040.0,0.9986906980574701,0.9821005131251264,0.9986906980574701,3.6
2024-02-01,5.8,2218374.0,0.9985025484288413,1.010535635451736,0.9985025484288413,3.7
2024-03-01,6.1,,,,,
